metric,value
trial,99.0
temperature,1.1626968383789062
train_loss,0.41836125584674716
train_acc,80.60382276281494
val_loss,0.48316218730093535
val_acc,76.31045467709238
test_loss,0.6023915424369019
test_acc,70.08398494063134
train_loss_cal,0.42421639080396983
val_loss_cal,0.480475930668049
test_loss_cal,0.5882350703857272
