epoch,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,lr
0,0.7768054488270911,50.14556040756914,0.7089637129805809,58.72093023255814,0.7160151675864533,50.34965034965035,0.001
1,0.709971069855808,51.164483260553126,0.7063451035078182,41.27906976744186,0.690014647853958,49.65034965034965,0.0009999383162408303
2,0.7099225256467316,47.0160116448326,0.693432516829912,44.76744186046512,0.6866094941025848,57.69230769230769,0.0009997532801828658
3,0.7023895223241359,50.14556040756914,0.7090228310851163,58.72093023255814,0.7141631108063918,50.34965034965035,0.0009994449374809851
4,0.7025297534864889,51.164483260553126,0.7035682159800862,58.72093023255814,0.7069318569623507,50.34965034965035,0.0009990133642141358
5,0.6934498787967399,51.01892285298399,0.698242443938588,58.72093023255814,0.698622076244621,50.34965034965035,0.000998458666866564
6,0.7027110189329588,48.54439592430859,0.6954510905021845,58.72093023255814,0.6910761819852815,50.34965034965035,0.00099778098230154
7,0.6999690628988774,51.164483260553126,0.6954714614291524,58.72093023255814,0.6932275724577737,50.34965034965035,0.0009969804777275899
8,0.6994804156052147,49.708879184861715,0.687468288942825,56.104651162790695,0.6749235950149857,67.83216783216783,0.000996057350657239
9,0.694722653823475,50.43668122270742,0.6980582669723866,41.27906976744186,0.6698567377520608,49.65034965034965,0.0009950118288582787
10,0.6984668892890953,48.10771470160117,0.6728469604669616,66.56976744186046,0.6495525736908813,73.77622377622377,0.0009938441702975688
11,0.6726113905726215,60.33478893740902,0.6430664048638455,60.75581395348837,0.5458636363069495,73.77622377622377,0.000992554663077387
12,0.6481043726769771,66.0844250363901,0.6098664999008179,68.31395348837209,0.5045993036323494,79.02097902097903,0.0009911436253643444
13,0.624264927930707,68.63173216885008,0.5915097511091898,75.29069767441861,0.4526895438874518,84.96503496503496,0.0009896114053108828
14,0.6251690830205726,67.39446870451238,0.5909216972284539,76.45348837209302,0.44917296738057705,86.36363636363636,0.0009879583809693736
15,0.6129968729428675,71.17903930131004,0.6526579884595649,60.174418604651166,0.5268941229873604,73.42657342657343,0.0009861849601988382
16,0.5969171503225268,70.96069868995633,0.57981387751047,76.74418604651163,0.4274950521392422,86.7132867132867,0.0009842915805643154
17,0.5905365691434868,71.90684133915575,0.5788942201192989,71.51162790697674,0.4352587328090534,85.66433566433567,0.000982278709228899
18,0.5829946487231026,73.50800582241631,0.5901236194510793,67.73255813953489,0.4412240090070071,82.51748251748252,0.0009801468428384714
19,0.5777342951106886,73.07132459970887,0.5758635138356408,72.67441860465117,0.4039499601284107,88.1118881118881,0.0009778965073991648
20,0.5848021426575674,71.32459970887919,0.5717655655949615,75.0,0.40186865804912325,89.5104895104895,0.0009755282581475766
21,0.5674105423680212,74.59970887918486,0.5851288340812506,70.63953488372093,0.4036272681884832,86.36363636363636,0.0009730426794137723
22,0.5621737951448044,75.90975254730714,0.5863949469355649,69.47674418604652,0.42130562267103394,85.66433566433567,0.0009704403844771124
23,0.553552519025761,74.96360989810772,0.5921657695326694,68.02325581395348,0.4238023336950716,84.61538461538461,0.0009677220154149334
24,0.5528781684725566,76.05531295487627,0.5944723459177239,68.6046511627907,0.42911842684228935,84.26573426573427,0.0009648882429441253
25,0.5546729092688193,75.32751091703057,0.5785467257333357,72.09302325581395,0.39078962344389695,89.86013986013987,0.000961939766255643
26,0.5544103141087805,75.18195050946143,0.5817818579285644,70.63953488372093,0.4204401138362351,87.41258741258741,0.0009588773128419901
27,0.5431693640511803,75.54585152838428,0.5897633897703748,71.51162790697674,0.4021541609630718,86.36363636363636,0.0009557016383177221
28,0.5571379863712639,75.76419213973799,0.6012595413729201,72.96511627906976,0.40913164667733065,87.06293706293707,0.0009524135262330093
29,0.54270882498923,75.90975254730714,0.5863671600818634,75.29069767441861,0.3783828015927668,90.55944055944056,0.0009490137878803073
30,0.5340673256302158,76.63755458515284,0.5908620371374973,71.51162790697674,0.38606658536237437,89.16083916083916,0.0009455032620941834
31,0.5343218278329619,77.36535662299855,0.5862632185913795,72.67441860465117,0.3889130833265665,89.86013986013987,0.0009418828150443463
32,0.529820894136526,77.2197962154294,0.584908910268961,70.93023255813954,0.3895394149776939,90.20979020979021,0.0009381533400219311
33,0.5176668602653293,78.74818049490538,0.5861323316429936,72.96511627906976,0.38606529427575065,90.9090909090909,0.0009343157572190951
34,0.5207298780632852,78.4570596797671,0.6058933076470397,70.34883720930233,0.400405400491261,87.41258741258741,0.0009303710135019713
35,0.5099391427102568,78.09315866084425,0.591168457685515,71.80232558139535,0.42127127434823897,87.76223776223776,0.0009263200821770456
36,0.526927523911433,76.78311499272198,0.5852622604647348,70.63953488372093,0.406185203082078,89.16083916083916,0.000922163962751007
