metric,value
trial,71.0
temperature,0.8877255320549011
train_loss,0.33246055954152887
train_acc,87.12727272727273
val_loss,0.3919124208217443
val_acc,84.30232558139535
test_loss,2.936647051499984
test_acc,48.167539267015705
train_loss_cal,0.32530247582088817
val_loss_cal,0.3894861444484356
test_loss_cal,3.2400367438897204
