metric,value
trial,40.0
temperature,1.5325175523757935
train_loss,0.5167635575584744
train_acc,75.54347826086956
val_loss,0.6150333285331726
val_acc,63.04347826086956
test_loss,0.45203036069869995
test_acc,78.26086956521739
train_loss_cal,0.5331308919450511
val_loss_cal,0.5974744558334351
test_loss_cal,0.47845259308815
