metric,value
trial,2.0
temperature,1.1229091882705688
train_loss,0.7827878323468295
train_acc,62.72727272727273
val_loss,0.8499171989304679
val_acc,64.28571428571429
test_loss,1.0150942595108696
test_acc,56.52173913043478
train_loss_cal,0.7903421867977489
val_loss_cal,0.8469431144850594
test_loss_cal,0.9988490965055383
