run_idx,seed,best_epoch,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,history_path,model_path
0,42,44,0.31588474480729356,86.14035087719299,0.4218505342801412,80.35087719298245,0.3987653812556936,82.10526315789474,./00_Results/1h/Inception1D/retrain_history_0_42.csv,./00_Results/1h/Inception1D/best_model_0_42.pt
1,123,52,0.21002471457447922,92.45614035087719,0.4178243124694155,81.40350877192982,0.5414926441615088,76.14035087719299,./00_Results/1h/Inception1D/retrain_history_1_123.csv,./00_Results/1h/Inception1D/best_model_1_123.pt
2,236,37,0.3742150580673887,81.49122807017544,0.4579812087510761,77.54385964912281,0.3459896704345419,84.91228070175438,./00_Results/1h/Inception1D/retrain_history_2_236.csv,./00_Results/1h/Inception1D/best_model_2_236.pt
3,679,59,0.2284145233401081,91.2280701754386,0.47676770394308526,79.29824561403508,0.7745397183848055,70.17543859649123,./00_Results/1h/Inception1D/retrain_history_3_679.csv,./00_Results/1h/Inception1D/best_model_3_679.pt
4,999,74,0.13892154458322023,94.73684210526316,0.3991730485046119,84.21052631578948,0.6209526363694877,72.98245614035088,./00_Results/1h/Inception1D/retrain_history_4_999.csv,./00_Results/1h/Inception1D/best_model_4_999.pt
