epoch,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,lr
0,1.1167060445423307,48.36601307189542,1.0912910012231356,51.594202898550726,0.9522650848282339,61.149825783972126,0.001
1,1.02783002815302,52.79593318809005,1.0414579522782477,48.69565217391305,0.9755533545274768,55.05226480836237,0.0009999901304280686
2,1.0101845802045335,53.44952795933188,1.038813036421071,50.14492753623188,1.034670364981329,52.4390243902439,0.0009999605221019082
3,1.0069566237034795,55.482933914306464,1.0578024494475213,47.82608695652174,0.9946491390155168,58.01393728222997,0.0009999111761904045
4,1.0031761745655112,55.19244734931009,1.0319597683091095,53.04347826086956,0.9519920614953655,60.801393728223,0.00099984209464165
5,1.0009083723623682,56.28177196804648,1.0711840080178303,54.78260869565217,0.9056620018407443,63.066202090592334,0.0009997532801828658
6,0.9867384303023007,57.66158315177923,1.03043663294419,49.27536231884058,1.0173818851181855,56.62020905923345,0.0009996447363202945
7,0.9863358682363728,58.02469135802469,1.037233218939408,51.594202898550726,0.9766542774459627,59.059233449477354,0.0009995164673390624
8,0.979768019789098,58.896151053013796,1.039818057115527,51.30434782608695,1.0204478209442378,56.79442508710802,0.0009993684783030088
9,0.9827488876376017,57.66158315177923,1.0259714470393415,50.72463768115942,0.9507276006691963,59.40766550522648,0.0009992007750544876
10,0.9633230793363562,58.678286129266525,1.069295575307763,48.98550724637681,1.011035965294788,54.8780487804878,0.0009990133642141358
11,0.9747988938765848,58.09731299927378,1.1152527904164964,48.98550724637681,1.0573048952979909,60.62717770034843,0.0009988062531806126
12,0.9832288516805755,59.25925925925926,1.0423177791678386,51.30434782608695,0.9870260305936328,59.930313588850176,0.000998579450130307
13,0.9663297299812389,60.348583877995644,1.0318509075952613,43.768115942028984,1.0473631680634794,46.86411149825784,0.0009983329640170149
14,0.9579235769824525,59.62236746550472,1.1525699311408444,55.65217391304348,0.9831837224628036,59.75609756097561,0.0009980668045715864
15,0.958807165932638,61.00217864923747,1.0436399781185648,43.47826086956522,1.1192852941955007,43.03135888501742,0.0009977809823015402
16,0.9479739905788834,60.856935366739286,1.0574971012447192,55.072463768115945,0.9482398139059751,62.36933797909408,0.0009974755084906502
17,0.9428027209459913,61.6557734204793,1.0328452903291454,55.65217391304348,0.9870875099810158,61.32404181184669,0.0009971503951984996
18,0.9365116972462717,61.22004357298475,1.0257848860560983,56.52173913043478,1.0059737762507661,61.149825783972126,0.0009968056552600044
19,0.9625152518286944,60.348583877995644,1.121995518864065,32.7536231884058,1.2312444585540985,29.442508710801395,0.000996441302284907
20,0.9377100525684953,61.22004357298475,1.0271671436835026,52.7536231884058,0.9929997808841878,58.88501742160279,0.0009960573506572392
21,0.9140012833028058,62.23674655047204,1.139989061286484,58.26086956521739,1.0024839672892767,61.149825783972126,0.0009956538155347534
22,0.9151845837124206,63.326071169208426,1.1073192781296328,56.52173913043478,0.9472310243998671,63.066202090592334,0.0009952307128483257
23,0.9313283238449042,60.856935366739286,1.0425802740497865,54.492753623188406,1.0071017598856618,58.53658536585366,0.0009947880593013255
24,0.9043832465887243,65.57734204793029,1.0202531887137372,50.43478260869565,1.0271570094786455,55.400696864111495,0.000994325872368957
25,0.9093707853585979,64.85112563543936,1.0719619334607884,54.78260869565217,1.0037360037660765,60.10452961672474,0.0009938441702975688
26,0.8953420589519049,65.57734204793029,1.3643359208452528,56.231884057971016,1.2353443573991596,62.717770034843205,0.000993342972103934
27,0.8901048391386488,64.4880174291939,1.0304831940194834,50.14492753623188,1.1512788870608766,47.5609756097561,0.000992822297574499
28,0.8768587120218214,64.77850399419027,1.0530864947084067,51.30434782608695,1.1486463779356422,55.05226480836237,0.0009922821672646027
29,0.8633742545424983,67.17501815541031,1.3082692495290784,48.405797101449274,1.262438838074847,54.00696864111498,0.0009917226024976648
30,0.8677841103760852,67.2476397966594,1.1132025120914846,53.6231884057971,1.0123374341672307,56.271777003484324,0.0009911436253643444
31,0.8593192552429398,66.08569353667393,1.1577760364698326,47.82608695652174,1.1950038127367504,52.09059233449477,0.000990545258721667
32,0.8543527128909408,68.84531590413944,1.0997440573098003,52.7536231884058,1.0459875022077394,55.05226480836237,0.0009899275261921233
33,0.8301651239741429,70.80610021786492,1.2214590967565342,53.6231884057971,1.254605760765408,58.53658536585366,0.000989290452162736
34,0.8609692924855494,67.68336964415396,1.1035642240358436,55.36231884057971,1.1346510121215927,59.930313588850176,0.0009886340617840967
35,0.8392855083933756,70.1525054466231,1.1877027480498603,46.08695652173913,1.251141680034611,51.91637630662021,0.0009879583809693736
36,0.8502968730230477,68.11909949164851,1.0657136146573052,49.56521739130435,1.077596037022328,52.613240418118465,0.0009872634363932884
