seed,run_idx,epoch,train_loss,train_acc,val_loss,val_acc,lr
236,2,1,0.6945456351701293,53.31588132635253,0.692073303367455,58.289703315881326,0.00014117061077714843
236,2,2,0.6343726878806975,65.79406631762653,0.6545957526611408,61.082024432809774,0.00014114448751244863
236,2,3,0.5916195538343559,69.3717277486911,0.614348261560237,68.58638743455498,0.00014110095589970194
236,2,4,0.5696320704348632,69.80802792321117,0.5616283015222866,71.9022687609075,0.0001410400266796824
236,2,5,0.5429722602246736,72.5567190226876,0.550040386006054,72.60034904013962,0.0001409617148857634
236,2,6,0.5375578592793063,72.68760907504362,0.5506460455491696,72.25130890052355,0.00014086603984020824
236,2,7,0.5199977073161806,74.04013961605585,0.5600619504381017,72.94938917975567,0.00014075302514940285
236,2,8,0.504331521624878,74.4328097731239,0.5371536323329333,71.72774869109948,0.00014062269869803104
236,2,9,0.4908852935045385,75.69808027923212,0.496124070872395,76.26527050610821,0.0001404750926421946
236,2,10,0.48465530462498024,75.6108202443281,0.48850342948607334,75.5671902268761,0.00014031024340147916
236,2,11,0.4615086921430591,76.65794066317626,0.5016829897803994,75.21815008726003,0.00014012819164996814
236,2,12,0.45097343230954845,78.0541012216405,0.4767610353741138,76.78883071553228,0.00013992898230620715
236,2,13,0.43912823714094845,78.83944153577661,0.5176830577808733,77.31239092495638,0.0001397126645221209
236,2,14,0.42910756386595456,78.62129144851657,0.4877562186896905,79.40663176265271,0.00013947929167088582
236,2,15,0.41411706607587256,80.41012216404887,0.5243438394906009,76.61431064572426,0.00013922892133376086
236,2,16,0.4022293698309188,80.14834205933683,0.4998170930053551,77.31239092495638,0.00013896161528588038
236,2,17,0.3911460161625195,80.54101221640488,0.4833828930663397,77.31239092495638,0.0001386774394810119
236,2,18,0.38813350722843853,80.89005235602095,0.5184917826511057,78.88307155322862,0.00013837646403528308
236,2,19,0.37938834812628663,81.45724258289704,0.4779582697683604,78.88307155322862,0.0001380587632098815
236,2,20,0.3529839058509048,83.1588132635253,0.5701171390673253,75.74171029668412,0.00013772441539273205
236,2,21,0.3654991502225087,83.2024432809773,0.573079033047741,77.83595113438045,0.00013737350307915558
236,2,22,0.3283237380871182,84.77312390924956,0.6184497008565001,77.4869109947644,0.00013700611285151468
236,2,23,0.31901026851323677,86.03839441535777,0.6210571028175155,76.61431064572426,0.00013662233535785068
236,2,24,0.2934264763799637,87.39092495636999,0.6443563493758596,76.78883071553228,0.00013622226528951748
236,2,25,0.29304286546316033,87.30366492146597,0.7475331628509841,77.4869109947644,0.00013580600135781813
236,2,26,0.2726495706234095,87.56544502617801,0.815586079893728,74.69458987783595,0.00013537364626964906
236,2,27,0.2607898590712439,89.04886561954625,0.7144804666595725,75.5671902268761,0.00013492530670215883
236,2,28,0.27891991813431444,88.17626527050611,0.6995290538611421,74.52006980802793,0.00013446109327642703
236,2,29,0.24544489152248408,90.0087260034904,0.9064437440136548,76.61431064572426,0.0001339811205301703
236,2,30,0.23320585698617483,89.92146596858639,0.7913862920348349,77.13787085514834,0.0001334855068894818
236,2,31,0.20716276908387637,91.2303664921466,1.2784474574250493,74.86910994764398,0.00013297437463961138
236,2,32,0.20387989368426238,91.66666666666667,1.0177307237089201,73.64746945898779,0.00013244784989479338
236,2,33,0.17862465360687874,92.75741710296684,1.0847559936383633,74.69458987783595,0.00013190606256713007
236,2,34,0.17854951834549923,92.93193717277487,1.0337580319682549,78.18499127399652,0.00013134914633453762
236,2,35,0.16860743290232738,93.63001745200698,1.2113344134668613,78.01047120418848,0.0001307772386077631
236,2,36,0.1585004075156463,94.15357766143106,1.3948905938166807,77.83595113438045,0.00013019048049648044
236,2,37,0.11374552289908182,95.24432809773124,1.7097708229203084,76.43979057591623,0.00012958901677447376
236,2,38,0.12609034838189145,95.33158813263525,1.3729546559002594,76.78883071553228,0.00012897299584391654
236,2,39,0.11960134952959733,96.16055846422339,1.9456256116247925,74.69458987783595,0.0001283425696987557
236,2,40,0.1263020938482984,95.37521815008726,1.8424257799384898,75.5671902268761,0.00012769789388720934
236,2,41,0.1084019459548762,96.11692844677138,2.542543931157177,75.39267015706807,0.0001270391274733874
236,2,42,0.11087226699494497,96.11692844677138,2.2618136331048935,76.43979057591623,0.00012636643299804515
236,2,43,0.10834660429135912,96.50959860383944,2.8404117679096643,75.5671902268761,0.0001256799764384787
236,2,44,0.08816510133643758,97.29493891797557,2.3750533096453283,75.21815008726003,0.0001249799271675724
236,2,45,0.0699109639224873,97.5567190226876,3.1126208305358887,74.3455497382199,0.0001242664579120088
236,2,46,0.09957896875691498,97.20767888307155,3.0165539266343306,75.39267015706807,0.00012353974470965086
236,2,47,0.07564232720699049,97.77486910994764,2.93334671964196,75.043630017452,0.00012279996686610716
236,2,48,0.10002269742590231,97.68760907504362,4.236215761610767,74.17102966841186,0.00012204730691049113
236,2,49,0.0710288259479089,98.03664921465969,3.6211489431729076,77.13787085514834,0.00012128195055038449
236,2,50,0.056935283791205785,98.21116928446772,3.8871207478574847,73.82198952879581,0.00012050408662601682
236,2,51,0.07262294419477369,97.77486910994764,3.7545970147816923,75.043630017452,0.00011971390706367204
236,2,52,0.08142542075406761,97.64397905759162,4.03198237610529,75.74171029668412,0.00011891160682833347
236,2,53,0.054610203453225044,98.38568935427574,3.646701071495889,78.70855148342059,0.00011809738387557906
236,2,54,0.07088512812312117,97.81849912739965,4.087901874362486,74.69458987783595,0.00011727143910273895
236,2,55,0.054262956688760355,98.69109947643979,4.156088563576211,74.86910994764398,0.00011643397629932696
236,2,56,0.07895326340268934,98.21116928446772,3.5952092028413145,75.74171029668412,0.0001155852020967586
236,2,57,0.03403816458056665,98.99650959860384,3.569749695468323,77.66143106457243,0.00011472532591736788
236,2,58,0.06247507723477481,98.73472949389179,4.652499254669403,76.43979057591623,0.00011385455992273545
236,2,59,0.03145761430811503,99.21465968586388,4.670637701610412,75.91623036649214,0.00011297311896134094
236,2,60,0.04442328162671652,99.25828970331588,4.552757968037124,75.21815008726003,0.00011208122051555231
236,2,61,0.022928277288990495,99.4328097731239,4.282200840339194,77.13787085514834,0.00011117908464796526
236,2,62,0.07103142245466772,98.42931937172774,3.9718106741680526,76.61431064572426,0.0001102669339471062
