run_idx,seed,best_epoch,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,history_path,model_path
0,42,13,0.40799135859099983,79.05759162303664,0.47871483464515646,77.31239092495638,0.5202767438991531,75.21815008726003,./00_Results/30min/mamba/retrain_history_0_42.csv,./00_Results/30min/mamba/best_model_0_42.pt
1,123,18,0.3690370235455598,82.11169284467714,0.5036462761760798,77.13787085514834,0.4261758006836107,82.19895287958116,./00_Results/30min/mamba/retrain_history_1_123.csv,./00_Results/30min/mamba/best_model_1_123.pt
2,236,12,0.4208180955359241,79.45026178010471,0.4767610353741138,76.78883071553228,0.36113211517766713,86.38743455497382,./00_Results/30min/mamba/retrain_history_2_236.csv,./00_Results/30min/mamba/best_model_2_236.pt
3,679,18,0.33677656223012514,84.33682373472949,0.4336291417401498,79.93019197207678,0.4071497911194024,80.10471204188482,./00_Results/30min/mamba/retrain_history_3_679.csv,./00_Results/30min/mamba/best_model_3_679.pt
4,999,15,0.37358720265133843,82.63525305410123,0.4551334509050659,79.40663176265271,0.5441298206153132,77.13787085514834,./00_Results/30min/mamba/retrain_history_4_999.csv,./00_Results/30min/mamba/best_model_4_999.pt
