metric,value
trial,77.0
temperature,0.8584030270576477
train_loss,0.24066967031230097
train_acc,92.3913043478261
val_loss,0.40575567276581476
val_acc,80.43478260869566
test_loss,0.38414620057396265
test_acc,78.26086956521739
train_loss_cal,0.22023833251517752
val_loss_cal,0.403747110263161
test_loss_cal,0.38261154682739923
