metric,value
trial,25.0
temperature,1.0719674825668335
train_loss,0.34469808656299716
train_acc,82.89703315881326
val_loss,0.450593452074973
val_acc,75.74171029668412
test_loss,0.5296356875911017
test_acc,77.31239092495638
train_loss_cal,0.34946058277060227
val_loss_cal,0.4500486707188072
test_loss_cal,0.5236275526345504
