trial,temperature,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,train_loss_cal,val_loss_cal,test_loss_cal
9,1.3189769983291626,0.26756828893333623,88.96160558464223,0.43873163251560604,80.27923211169285,0.5383955812110951,74.3455497382199,0.290001418578063,0.4284084431996104,0.5100367338141429
