run_idx,seed,best_epoch,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,history_path,model_path
0,42,90,0.22373430857379606,90.57591623036649,0.3945764882090204,82.89703315881326,0.6153717087890569,69.9825479930192,./00_Results/30min/Inception1D/retrain_history_0_42.csv,./00_Results/30min/Inception1D/best_model_0_42.pt
1,123,104,0.22934411806793945,90.48865619546248,0.3927544882784339,82.37347294938918,0.7286320169038589,69.9825479930192,./00_Results/30min/Inception1D/retrain_history_1_123.csv,./00_Results/30min/Inception1D/best_model_1_123.pt
2,236,82,0.2639047990034596,88.08900523560209,0.3891701713906533,82.19895287958116,0.544066426797687,75.39267015706807,./00_Results/30min/Inception1D/retrain_history_2_236.csv,./00_Results/30min/Inception1D/best_model_2_236.pt
3,679,77,0.2881551977851628,87.34729493891797,0.3925790940695824,82.54799301919721,0.632699275659121,71.55322862129145,./00_Results/30min/Inception1D/retrain_history_3_679.csv,./00_Results/30min/Inception1D/best_model_3_679.pt
4,999,85,0.2525404581952886,88.48167539267016,0.3956836739759795,82.89703315881326,0.6766514552279292,68.41186736474694,./00_Results/30min/Inception1D/retrain_history_4_999.csv,./00_Results/30min/Inception1D/best_model_4_999.pt
